OrderQty;ProductID;SpecialOfferID;CustomerID;SalesPersonID;montantTotal
1;773;1;29580;283;2039.994
1;707;1;29580;283;20.1865
2;715;1;29580;283;57.6808
2;777;1;29580;283;4049.988
2;712;1;29580;283;10.373
2;775;1;29580;283;4049.988
1;778;1;29580;283;2024.994
6;709;1;29580;283;34.2
1;776;1;29580;283;2024.994
1;764;1;30052;276;419.4589
1;753;1;30052;276;2146.962
1;732;1;30052;276;356.898
1;756;1;30052;276;874.794
2;768;1;30052;276;838.9178
1;766;1;30052;276;419.4589
3;710;1;29974;277;17.1
1;773;1;29974;277;2039.994
1;778;1;29974;277;2024.994
1;775;1;29974;277;2024.994
3;756;1;29614;282;2624.382
2;753;1;29614;282;4293.924
7;760;1;29614;282;2936.2123
6;765;1;29614;282;2516.7534
6;715;1;29614;282;173.0424
6;730;1;29614;282;1103.6292
2;707;1;29614;282;40.373
2;711;1;29614;282;40.373
2;754;1;29614;282;1749.588
4;712;1;29614;282;20.746
2;729;1;29614;282;367.8764
3;755;1;29614;282;2624.382
3;761;1;29614;282;1258.3767
2;770;1;29614;282;838.9178
3;726;1;29614;282;551.8146
2;764;1;29614;282;838.9178
2;766;1;29614;282;838.9178
2;725;1;29614;282;367.8764
1;716;1;29614;282;28.8404
2;768;1;29614;282;838.9178
4;732;1;29614;282;1427.592
6;758;1;29614;282;5248.764
4;762;1;29614;282;1677.8356
3;738;1;29614;282;535.7424
4;714;1;29614;282;115.3616
3;722;1;29614;282;535.7424
1;708;1;29614;282;20.1865
3;733;1;29614;282;1070.694
3;763;1;29614;282;1258.3767
1;747;1;29747;283;714.7043
1;710;1;29566;275;5.7
2;709;1;29566;275;11.4
2;773;1;29566;275;4079.988
1;776;1;29566;275;2024.994
1;753;1;29890;283;2146.962
2;714;1;29890;283;57.6808
1;756;1;29890;283;874.794
2;768;1;29890;283;838.9178
2;732;1;29890;283;713.796
2;763;1;29890;283;838.9178
2;755;1;29890;283;1749.588
2;764;1;29890;283;838.9178
1;716;1;29890;283;28.8404
1;711;1;29890;283;20.1865
1;708;1;29890;283;20.1865
6;709;1;30067;282;34.2
2;776;1;30067;282;4049.988
1;774;1;30067;282;2039.994
1;754;1;29844;275;874.794
3;715;1;29844;275;86.5212
1;729;1;29844;275;183.9382
2;761;1;29844;275;838.9178
1;762;1;29844;275;419.4589
2;738;1;29844;275;357.1616
2;770;1;29844;275;838.9178
1;712;1;29844;275;5.1865
2;708;1;29844;275;40.373
1;711;1;29844;275;20.1865
4;707;1;29844;275;80.746
3;758;1;29596;282;2624.382
4;761;1;29827;277;1677.8356
5;711;1;29827;277;100.9325
2;738;1;29827;277;357.1616
1;708;1;29827;277;20.1865
2;762;1;29827;277;838.9178
2;758;1;29827;277;1749.588
2;712;1;29827;277;10.373
1;754;1;29827;277;874.794
3;715;1;29827;277;86.5212
2;776;1;29811;275;4049.988
2;778;1;29811;275;4049.988
1;710;1;29811;275;5.7
3;775;1;29811;275;6074.982
4;709;1;29811;275;22.8
3;715;1;29824;278;86.5212
1;753;1;29824;278;2146.962
1;758;1;29824;278;874.794
1;770;1;29824;278;419.4589
2;708;1;29824;278;40.373
4;760;1;29824;278;1677.8356
2;765;1;29824;278;838.9178
1;763;1;29824;278;419.4589
5;712;1;29824;278;25.9325
1;707;1;29824;278;20.1865
1;754;1;29824;278;874.794
2;729;1;29824;278;367.8764
1;760;1;29889;281;419.4589
2;738;1;29889;281;357.1616
1;765;1;29889;281;419.4589
2;732;1;29889;281;713.796
3;762;1;29889;281;1258.3767
2;761;1;29889;281;838.9178
3;712;1;29889;281;15.5595
4;708;1;29889;281;80.746
2;729;1;29889;281;367.8764
1;756;1;29889;281;874.794
2;725;1;29889;281;367.8764
1;716;1;29889;281;28.8404
1;770;1;29889;281;419.4589
2;758;1;29889;281;1749.588
2;715;1;29889;281;57.6808
1;754;1;29889;281;874.794
1;755;1;29889;281;874.794
3;711;1;29889;281;60.5595
1;707;1;29889;281;20.1865
1;760;1;29761;278;419.4589
2;770;1;29761;278;838.9178
2;715;1;29761;278;57.6808
3;760;1;29489;281;1258.3767
2;756;1;29489;281;1749.588
2;738;1;29489;281;357.1616
4;707;1;29489;281;80.746
1;729;1;29489;281;183.9382
1;711;1;29489;281;20.1865
2;715;1;29489;281;57.6808
2;725;1;29489;281;367.8764
1;758;1;29489;281;874.794
1;761;1;29489;281;419.4589
2;753;1;29489;281;4293.924
2;708;1;29489;281;40.373
3;765;1;29489;281;1258.3767
3;712;1;29489;281;15.5595
1;763;1;29489;281;419.4589
6;715;1;29661;279;173.0424
5;762;1;29661;279;2097.2945
1;732;1;29661;279;356.898
1;707;1;29661;279;20.1865
1;729;1;29661;279;183.9382
2;708;1;29661;279;40.373
3;770;1;29661;279;1258.3767
2;730;1;29661;279;367.8764
3;758;1;29661;279;2624.382
1;768;1;29661;279;419.4589
2;761;1;29661;279;838.9178
2;738;1;29661;279;357.1616
1;753;1;29661;279;2146.962
2;714;1;29661;279;57.6808
2;764;1;29661;279;838.9178
2;760;1;29661;279;838.9178
1;756;1;29661;279;874.794
2;716;1;29661;279;57.6808
2;711;1;29661;279;40.373
1;725;1;29661;279;183.9382
2;712;1;29661;279;10.373
2;758;1;29759;275;1749.588
1;762;1;29759;275;419.4589
2;760;1;29759;275;838.9178
2;770;1;29759;275;838.9178
1;715;1;29759;275;28.8404
2;776;1;29497;283;4049.988
2;715;1;29497;283;57.6808
2;773;1;29497;283;4079.988
1;774;1;29497;283;2039.994
1;708;1;29497;283;20.1865
2;711;1;29497;283;40.373
3;712;1;29497;283;15.5595
4;775;1;29497;283;8099.976
6;777;1;29497;283;12149.964
1;772;1;29497;283;2039.994
3;707;1;29497;283;60.5595
5;778;1;29497;283;10124.97
6;709;1;29497;283;34.2
2;754;1;29912;279;1749.588
2;762;1;29912;279;838.9178
1;760;1;29912;279;419.4589
2;758;1;29912;279;1749.588
1;770;1;29912;279;419.4589
1;763;1;29912;279;419.4589
3;765;1;30084;279;1258.3767
1;763;1;30084;279;419.4589
1;754;1;30084;279;874.794
1;725;1;30084;279;183.9382
3;758;1;29606;283;2624.382
1;762;1;29606;283;419.4589
1;770;1;29606;283;419.4589
1;768;1;29610;275;419.4589
2;765;1;29610;275;838.9178
1;725;1;29718;275;183.9382
2;760;1;29718;275;838.9178
3;762;1;29718;275;1258.3767
1;738;1;29718;275;178.5808
1;763;1;29718;275;419.4589
2;729;1;29718;275;367.8764
2;754;1;29718;275;1749.588
2;758;1;29718;275;1749.588
3;765;1;29718;275;1258.3767
1;770;1;29718;275;419.4589
2;753;1;29718;275;4293.924
3;764;1;29646;277;1258.3767
2;738;1;29646;277;357.1616
2;725;1;29646;277;367.8764
1;753;1;29646;277;2146.962
2;755;1;29646;277;1749.588
4;766;1;29646;277;1677.8356
2;770;1;29646;277;838.9178
7;760;1;29646;277;2936.2123
3;726;1;29646;277;551.8146
1;722;1;29646;277;178.5808
6;763;1;29646;277;2516.7534
2;729;1;29646;277;367.8764
2;730;1;29646;277;367.8764
2;732;1;29646;277;713.796
5;765;1;29646;277;2097.2945
2;768;1;29646;277;838.9178
2;761;1;29646;277;838.9178
3;758;1;29646;277;2624.382
2;749;1;29646;277;4293.924
9;762;1;29646;277;3775.1301
4;754;1;29646;277;3499.176
1;715;1;29533;275;28.8404
1;770;1;29533;275;419.4589
2;712;1;29533;275;10.373
2;760;1;29533;275;838.9178
1;758;1;29570;277;874.794
5;770;1;29992;281;2097.2945
1;725;1;29992;281;183.9382
8;754;1;29992;281;6998.352
2;730;1;29992;281;367.8764
10;715;1;29992;281;288.404
1;768;1;29992;281;419.4589
4;756;1;29992;281;3499.176
2;738;1;29992;281;357.1616
8;758;1;29992;281;6998.352
3;708;1;29992;281;60.5595
6;762;1;29992;281;2516.7534
3;732;1;29992;281;1070.694
6;712;1;29992;281;31.119
4;714;1;29992;281;115.3616
7;760;1;29992;281;2936.2123
2;755;1;29992;281;1749.588
4;716;1;29992;281;115.3616
2;765;1;29992;281;838.9178
1;764;1;29992;281;419.4589
2;753;1;29992;281;4293.924
1;766;1;29992;281;419.4589
1;722;1;29992;281;178.5808
3;761;1;29992;281;1258.3767
3;711;1;29992;281;60.5595
1;763;1;29992;281;419.4589
2;729;1;29992;281;367.8764
4;707;1;29992;281;80.746
2;726;1;29992;281;367.8764
3;716;1;29491;275;86.5212
1;773;1;29491;275;2039.994
6;709;1;29491;275;34.2
2;707;1;29491;275;40.373
3;771;1;29491;275;6119.982
2;708;1;29491;275;40.373
1;774;1;29491;275;2039.994
3;777;1;29491;275;6074.982
1;772;1;29491;275;2039.994
1;778;1;29491;275;2024.994
3;776;1;29549;279;6074.982
3;771;1;29549;279;6119.982
2;715;1;29549;279;57.6808
1;772;1;29549;279;2039.994
3;716;1;29549;279;86.5212
1;707;1;29549;279;20.1865
1;708;1;29549;279;20.1865
1;774;1;29549;279;2039.994
2;773;1;29549;279;4079.988
1;712;1;29549;279;5.1865
5;711;1;29549;279;100.9325
2;774;1;29958;279;4079.988
2;748;1;29958;279;1445.1898
1;747;1;29958;279;714.7043
1;742;1;29958;279;722.5949
5;777;1;29958;279;10124.97
6;778;1;29958;279;12149.964
2;709;1;29958;279;11.4
5;775;1;29958;279;10124.97
1;762;1;29849;279;419.4589
2;774;1;29955;275;4079.988
2;778;1;29955;275;4049.988
2;742;1;29955;275;1445.1898
5;777;1;29955;275;10124.97
2;748;1;29955;275;1445.1898
1;741;1;29955;275;818.7
1;745;1;29955;275;809.76
2;771;1;29955;275;4079.988
2;709;1;29955;275;11.4
3;776;1;29955;275;6074.982
4;775;1;29620;282;8099.976
2;776;1;29620;282;4049.988
3;777;1;29620;282;6074.982
1;778;1;29620;282;2024.994
1;725;1;29888;279;183.9382
3;715;1;29888;279;86.5212
1;770;1;29888;279;419.4589
2;763;1;29888;279;838.9178
2;761;1;29888;279;838.9178
1;754;1;29888;279;874.794
2;765;1;29888;279;838.9178
2;753;1;29888;279;4293.924
1;729;1;29888;279;183.9382
4;712;1;29888;279;20.746
3;729;1;29548;278;551.8146
1;712;1;29548;278;5.1865
1;738;1;29548;278;178.5808
1;725;1;29548;278;183.9382
1;715;1;29539;278;28.8404
1;712;1;29539;278;5.1865
1;758;1;29539;278;874.794
1;773;1;29717;283;2039.994
1;778;1;29717;283;2024.994
1;775;1;29717;283;2024.994
4;776;1;29717;283;8099.976
2;771;1;29717;283;4079.988
2;776;1;29818;274;4049.988
1;714;1;29818;274;28.8404
2;777;1;29818;274;4049.988
2;771;1;29818;274;4079.988
1;711;1;29818;274;20.1865
1;773;1;29818;274;2039.994
4;715;1;29818;274;115.3616
1;772;1;29818;274;2039.994
1;707;1;29818;274;20.1865
2;774;1;29818;274;4079.988
1;708;1;29818;274;20.1865
1;765;1;29892;282;419.4589
1;755;1;29892;282;874.794
1;761;1;29892;282;419.4589
2;762;1;29892;282;838.9178
1;753;1;29892;282;2146.962
3;725;1;29892;282;551.8146
1;729;1;29892;282;183.9382
3;758;1;29892;282;2624.382
1;756;1;29892;282;874.794
3;732;1;29892;282;1070.694
1;738;1;29892;282;178.5808
2;761;1;29509;275;838.9178
1;760;1;29509;275;419.4589
1;711;1;29509;275;20.1865
3;770;1;29509;275;1258.3767
1;707;1;29509;275;20.1865
1;725;1;29509;275;183.9382
1;754;1;29509;275;874.794
3;738;1;29509;275;535.7424
1;753;1;29509;275;2146.962
1;765;1;29509;275;419.4589
1;712;1;29509;275;5.1865
3;708;1;29509;275;60.5595
1;776;1;29855;282;2024.994
2;777;1;29813;282;4049.988
1;773;1;29813;282;2039.994
1;771;1;29813;282;2039.994
4;776;1;29813;282;8099.976
2;775;1;29813;282;4049.988
3;778;1;29813;282;6074.982
2;758;1;29988;282;1749.588
2;765;1;29946;278;838.9178
2;760;1;29946;278;838.9178
1;753;1;29946;278;2146.962
4;761;1;29946;278;1677.8356
1;738;1;29946;278;178.5808
3;762;1;29946;278;1258.3767
2;732;1;29946;278;713.796
1;766;1;29946;278;419.4589
1;726;1;29946;278;183.9382
2;770;1;29946;278;838.9178
1;725;1;29946;278;183.9382
1;755;1;29946;278;874.794
2;768;1;29946;278;838.9178
2;709;1;29680;282;11.4
1;777;1;29680;282;2024.994
1;760;1;30074;282;419.4589
1;765;1;30074;282;419.4589
2;762;1;30074;282;838.9178
3;758;1;30074;282;2624.382
1;715;1;30074;282;28.8404
3;712;1;30074;282;15.5595
1;716;1;30074;282;28.8404
1;725;1;30074;282;183.9382
2;711;1;30074;282;40.373
1;708;1;30074;282;20.1865
2;738;1;30074;282;357.1616
1;763;1;30074;282;419.4589
2;754;1;30074;282;1749.588
2;707;1;30074;282;40.373
2;762;1;29961;275;838.9178
2;761;1;29961;275;838.9178
5;770;1;29961;275;2097.2945
1;765;1;29961;275;419.4589
2;738;1;29961;275;357.1616
3;763;1;29961;275;1258.3767
2;754;1;29961;275;1749.588
1;722;1;29961;275;178.5808
2;753;1;29961;275;4293.924
1;726;1;29961;275;183.9382
1;766;1;29961;275;419.4589
1;729;1;29961;275;183.9382
1;756;1;29961;275;874.794
1;715;1;29865;276;28.8404
1;762;1;29865;276;419.4589
3;758;1;29865;276;2624.382
2;760;1;29865;276;838.9178
2;761;1;29773;280;838.9178
1;770;1;29773;280;419.4589
2;758;1;29773;280;1749.588
2;765;1;29773;280;838.9178
1;732;1;29773;280;356.898
1;762;1;29773;280;419.4589
1;738;1;29773;280;178.5808
1;768;1;29773;280;419.4589
2;753;1;29773;280;4293.924
1;729;1;29773;280;183.9382
1;763;1;29773;280;419.4589
1;756;1;29773;280;874.794
1;732;1;29749;279;356.898
3;764;1;29749;279;1258.3767
5;770;1;29749;279;2097.2945
2;768;1;29749;279;838.9178
1;725;1;29749;279;183.9382
9;715;1;29749;279;259.5636
4;765;1;29749;279;1677.8356
1;753;1;29749;279;2146.962
2;733;1;29749;279;713.796
2;730;1;29749;279;367.8764
2;766;1;29749;279;838.9178
4;711;1;29749;279;80.746
3;754;1;29749;279;2624.382
2;756;1;29749;279;1749.588
2;729;1;29749;279;367.8764
4;760;1;29749;279;1677.8356
2;755;1;29749;279;1749.588
6;716;1;29749;279;173.0424
2;763;1;29749;279;838.9178
2;758;1;29749;279;1749.588
9;712;1;29749;279;46.6785
2;761;1;29749;279;838.9178
4;707;1;29749;279;80.746
1;738;1;29749;279;178.5808
3;714;1;29749;279;86.5212
2;722;1;29749;279;357.1616
3;708;1;29749;279;60.5595
4;771;1;29945;279;8159.976
1;741;1;29945;279;818.7
3;777;1;29945;279;6074.982
4;773;1;29945;279;8159.976
2;747;1;29945;279;1429.4086
2;748;1;29945;279;1445.1898
2;774;1;29945;279;4079.988
1;745;1;29945;279;809.76
4;709;1;29945;279;22.8
1;758;1;29764;277;874.794
1;712;1;29764;277;5.1865
1;760;1;29764;277;419.4589
1;762;1;29764;277;419.4589
5;772;1;30056;276;10199.97
1;747;1;30056;276;714.7043
2;741;1;30056;276;1637.4
2;778;1;30056;276;4049.988
4;776;1;30056;276;8099.976
1;748;1;30056;276;722.5949
2;771;1;30056;276;4079.988
4;773;1;30056;276;8159.976
1;745;1;30056;276;809.76
1;758;1;30117;277;874.794
2;770;1;30117;277;838.9178
1;753;1;30117;277;2146.962
4;760;1;30117;277;1677.8356
1;725;1;30117;277;183.9382
4;729;1;30117;277;735.7528
1;762;1;30117;277;419.4589
2;763;1;30117;277;838.9178
5;715;1;30117;277;144.202
1;738;1;30117;277;178.5808
3;712;1;30117;277;15.5595
3;765;1;30117;277;1258.3767
3;761;1;30117;277;1258.3767
3;754;1;30117;277;2624.382
1;771;1;29571;280;2039.994
1;777;1;29571;280;2024.994
2;709;1;29571;280;11.4
1;708;1;29582;280;20.1865
1;774;1;29582;280;2039.994
2;776;1;29582;280;4049.988
2;715;1;29582;280;57.6808
2;773;1;29582;280;4079.988
2;709;1;29582;280;11.4
3;714;1;29582;280;86.5212
4;771;1;29582;280;8159.976
2;711;1;29582;280;40.373
1;707;1;29582;280;20.1865
2;778;1;29582;280;4049.988
4;712;1;29582;280;20.746
2;743;1;29582;280;1429.4086
1;748;1;29582;280;722.5949
3;742;1;29582;280;2167.7847
2;741;1;29582;280;1637.4
2;777;1;29582;280;4049.988
1;716;1;29582;280;28.8404
1;749;1;30042;282;2146.962
1;747;1;30107;276;714.7043
5;775;1;30107;276;10124.97
2;777;1;30107;276;4049.988
2;745;1;30107;276;1619.52
5;771;1;30107;276;10199.97
4;772;1;30107;276;8159.976
1;743;1;30107;276;714.7043
1;774;1;30107;276;2039.994
5;778;1;30107;276;10124.97
2;742;1;30107;276;1445.1898
3;760;1;29675;275;1258.3767
2;762;1;29675;275;838.9178
3;715;1;29675;275;86.5212
3;770;1;29675;275;1258.3767
1;758;1;29675;275;874.794
1;712;1;30076;281;5.1865
1;761;1;30076;281;419.4589
2;729;1;30076;281;367.8764
2;707;1;30076;281;40.373
1;758;1;30076;281;874.794
1;725;1;30076;281;183.9382
1;762;1;30076;281;419.4589
2;715;1;30076;281;57.6808
3;754;1;30076;281;2624.382
1;753;1;30076;281;2146.962
4;708;1;30076;281;80.746
2;760;1;30076;281;838.9178
3;770;1;30076;281;1258.3767
4;711;1;30076;281;80.746
1;763;1;30100;276;419.4589
1;708;1;30100;276;20.1865
3;758;1;30100;276;2624.382
2;756;1;30100;276;1749.588
1;765;1;30100;276;419.4589
2;711;1;30100;276;40.373
4;707;1;30100;276;80.746
2;725;1;30100;276;367.8764
1;732;1;30100;276;356.898
1;738;1;30100;276;178.5808
1;753;1;30100;276;2146.962
2;754;1;30100;276;1749.588
1;755;1;30100;276;874.794
4;716;1;30100;276;115.3616
1;760;1;30100;276;419.4589
4;712;1;30100;276;20.746
6;770;1;29703;276;2516.7534
2;764;1;29703;276;838.9178
2;749;1;29703;276;4293.924
5;726;1;29703;276;919.691
5;729;1;29703;276;919.691
1;755;1;29703;276;874.794
1;738;1;29703;276;178.5808
3;766;1;29703;276;1258.3767
3;722;1;29703;276;535.7424
5;758;1;29703;276;4373.97
5;760;1;29703;276;2097.2945
3;733;1;29703;276;1070.694
2;768;1;29703;276;838.9178
1;756;1;29703;276;874.794
5;707;1;29703;276;100.9325
1;765;1;29703;276;419.4589
2;711;1;29703;276;40.373
6;754;1;29703;276;5248.764
3;730;1;29703;276;551.8146
6;761;1;29703;276;2516.7534
5;763;1;29703;276;2097.2945
1;716;1;29703;276;28.8404
5;715;1;29703;276;144.202
1;714;1;29703;276;28.8404
4;762;1;29703;276;1677.8356
2;725;1;29703;276;367.8764
2;753;1;29703;276;4293.924
6;732;1;29703;276;2141.388
1;763;1;29569;277;419.4589
6;778;1;29624;279;12149.964
2;747;1;29624;279;1429.4086
1;741;1;29624;279;818.7
2;709;1;29624;279;11.4
2;715;1;29624;279;57.6808
7;774;1;29624;279;14279.958
6;771;1;29624;279;12239.964
2;707;1;29624;279;40.373
5;748;1;29624;279;3612.9745
12;773;2;29624;279;23663.93
1;745;1;29624;279;809.76
13;775;2;29624;279;25447.4242
2;772;1;29624;279;4079.988
8;776;1;29624;279;16199.952
2;743;1;29624;279;1429.4086
2;712;1;29624;279;10.373
2;777;1;29624;279;4049.988
3;716;1;29624;279;86.5212
5;708;1;29624;279;100.9325
3;742;1;29624;279;2167.7847
2;714;1;29624;279;57.6808
2;762;1;30091;275;838.9178
1;758;1;30091;275;874.794
3;763;1;30091;275;1258.3767
2;754;1;30091;275;1749.588
2;725;1;30091;275;367.8764
2;761;1;30091;275;838.9178
2;770;1;30091;275;838.9178
2;729;1;30091;275;367.8764
4;715;1;29925;280;115.3616
2;708;1;29925;280;40.373
5;709;1;29925;280;28.5
3;771;1;29925;280;6119.982
2;775;1;29925;280;4049.988
4;774;1;29925;280;8159.976
1;778;1;29925;280;2024.994
1;716;1;29925;280;28.8404
1;711;1;29925;280;20.1865
2;707;1;29925;280;40.373
1;772;1;29664;275;2039.994
1;771;1;29664;275;2039.994
3;762;1;29510;282;1258.3767
2;763;1;29510;282;838.9178
3;760;1;29510;282;1258.3767
2;764;1;29510;282;838.9178
2;715;1;29510;282;57.6808
4;725;1;29510;282;735.7528
4;714;1;29510;282;115.3616
4;770;1;29510;282;1677.8356
3;730;1;29510;282;551.8146
2;754;1;29510;282;1749.588
2;726;1;29510;282;367.8764
1;716;1;29510;282;28.8404
2;766;1;29510;282;838.9178
3;765;1;29510;282;1258.3767
3;729;1;29510;282;551.8146
1;768;1;29510;282;419.4589
5;708;1;29510;282;100.9325
3;758;1;29510;282;2624.382
1;756;1;29510;282;874.794
3;738;1;29510;282;535.7424
2;755;1;29510;282;1749.588
4;707;1;29510;282;80.746
5;711;1;29510;282;100.9325
5;722;1;29510;282;892.904
1;753;1;29510;282;2146.962
13;712;2;29510;282;65.1764
3;760;1;29789;278;1258.3767
2;755;1;29789;278;1749.588
3;762;1;29789;278;1258.3767
3;770;1;29789;278;1258.3767
1;766;1;29789;278;419.4589
1;738;1;29789;278;178.5808
1;732;1;29789;278;356.898
2;753;1;29789;278;4293.924
2;756;1;29789;278;1749.588
2;725;1;29789;278;367.8764
2;758;1;29789;278;1749.588
1;764;1;29789;278;419.4589
1;768;1;29789;278;419.4589
2;776;1;30111;277;4049.988
2;778;1;30111;277;4049.988
5;772;1;30111;277;10199.97
3;774;1;30111;277;6119.982
3;777;1;30111;277;6074.982
2;714;1;30111;277;57.6808
4;773;1;30111;277;8159.976
21;709;3;30111;277;109.7225
1;778;1;29558;282;2024.994
2;726;1;29724;275;367.8764
1;732;1;29724;275;356.898
2;763;1;29724;275;838.9178
1;768;1;29724;275;419.4589
2;770;1;29724;275;838.9178
2;712;1;29724;275;10.373
2;760;1;29724;275;838.9178
1;722;1;29724;275;178.5808
1;725;1;29724;275;183.9382
3;738;1;29724;275;535.7424
1;749;1;29724;275;2146.962
3;762;1;29724;275;1258.3767
3;758;1;29724;275;2624.382
2;754;1;29724;275;1749.588
2;761;1;29724;275;838.9178
2;753;1;29724;275;4293.924
2;765;1;29724;275;838.9178
3;747;1;29861;277;2144.1129
4;708;1;29861;277;80.746
3;745;1;29861;277;2429.28
10;715;1;29861;277;288.404
10;777;1;29861;277;20249.94
5;776;1;29861;277;10124.97
5;773;1;29861;277;10199.97
3;741;1;29861;277;2456.1
5;711;1;29861;277;100.9325
4;778;1;29861;277;8099.976
6;716;1;29861;277;173.0424
1;748;1;29861;277;722.5949
8;771;1;29861;277;16319.952
8;712;1;29861;277;41.492
2;775;1;29861;277;4049.988
3;743;1;29861;277;2144.1129
14;772;2;29861;277;27607.9184
4;707;1;29861;277;80.746
4;774;1;29861;277;8159.976
4;709;1;29861;277;22.8
1;742;1;29861;277;722.5949
1;714;1;29861;277;28.8404
4;710;1;29757;276;22.8
8;709;1;29757;276;45.6
2;754;1;29698;282;1749.588
1;763;1;29698;282;419.4589
2;726;1;29698;282;367.8764
1;768;1;29698;282;419.4589
2;756;1;29698;282;1749.588
3;711;1;29698;282;60.5595
6;712;1;29698;282;31.119
1;708;1;29698;282;20.1865
2;758;1;29698;282;1749.588
2;770;1;29698;282;838.9178
5;760;1;29698;282;2097.2945
1;733;1;29698;282;356.898
1;716;1;29698;282;28.8404
1;730;1;29698;282;183.9382
1;755;1;29698;282;874.794
1;722;1;29698;282;178.5808
5;714;1;29698;282;144.202
1;766;1;29698;282;419.4589
3;762;1;29698;282;1258.3767
2;753;1;29698;282;4293.924
4;715;1;29698;282;115.3616
1;765;1;29493;279;419.4589
1;764;1;29794;282;419.4589
1;755;1;29794;282;874.794
2;738;1;29794;282;357.1616
1;725;1;29794;282;183.9382
1;768;1;29794;282;419.4589
2;760;1;29794;282;838.9178
1;753;1;29794;282;2146.962
2;756;1;29794;282;1749.588
5;754;1;29794;282;4373.97
2;770;1;29794;282;838.9178
2;730;1;29794;282;367.8764
2;763;1;29794;282;838.9178
2;765;1;29794;282;838.9178
1;726;1;29794;282;183.9382
1;778;1;29830;278;2024.994
2;716;1;29830;278;57.6808
5;771;1;29515;278;10199.97
2;777;1;29515;278;4049.988
7;773;1;29515;278;14279.958
2;774;1;29515;278;4079.988
3;742;1;29515;278;2167.7847
5;772;1;29515;278;10199.97
2;776;1;29515;278;4049.988
1;748;1;29515;278;722.5949
1;747;1;29515;278;714.7043
8;775;1;29515;278;16199.952
4;709;1;29515;278;22.8
3;778;1;29515;278;6074.982
3;745;1;29515;278;2429.28
2;775;1;29807;282;4049.988
2;710;1;29807;282;11.4
1;778;1;29807;282;2024.994
3;773;1;29807;282;6119.982
3;771;1;29807;282;6119.982
4;709;1;29807;282;22.8
2;776;1;29807;282;4049.988
3;772;1;29807;282;6119.982
2;777;1;29807;282;4049.988
2;762;1;29716;281;838.9178
3;715;1;29716;281;86.5212
2;753;1;29716;281;4293.924
3;712;1;29716;281;15.5595
2;763;1;29716;281;838.9178
5;760;1;29716;281;2097.2945
1;729;1;29716;281;183.9382
2;711;1;29716;281;40.373
2;754;1;29716;281;1749.588
3;770;1;29716;281;1258.3767
4;761;1;29716;281;1677.8356
3;758;1;29716;281;2624.382
2;765;1;29716;281;838.9178
1;770;1;29905;282;419.4589
3;710;1;30004;280;17.1
2;777;1;30004;280;4049.988
3;775;1;30004;280;6074.982
4;776;1;30004;280;8099.976
8;709;1;30004;280;45.6
5;778;1;30004;280;10124.97
2;771;1;30004;280;4079.988
6;712;1;29742;280;31.119
2;711;1;29742;280;40.373
2;748;1;29742;280;1445.1898
2;714;1;29742;280;57.6808
4;716;1;29742;280;115.3616
1;747;1;29742;280;714.7043
1;743;1;29742;280;714.7043
2;771;1;29742;280;4079.988
4;778;1;29742;280;8099.976
1;745;1;29742;280;809.76
2;775;1;29742;280;4049.988
2;772;1;29742;280;4079.988
4;776;1;29742;280;8099.976
3;707;1;29742;280;60.5595
3;708;1;29742;280;60.5595
